Timeout (ms),Bio IK,Exploitative Fusion IK,Exploitative Iterative Fusion IK,Fusion IK,Iterative Fusion IK,Minimal Fusion IK
207,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
208,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
209,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
210,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
211,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
212,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
213,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
214,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
215,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
216,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
217,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
218,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
219,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
220,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
221,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
222,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
223,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
224,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
225,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
226,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
227,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
228,100.0%,100.0%,99.98%,100.0%,100.0%,100.0%,,
229,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
230,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
231,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
232,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
233,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
234,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
235,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
236,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
237,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
238,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
239,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
240,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
241,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
242,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
243,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
244,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
245,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
246,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
247,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
248,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
249,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
250,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
251,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
252,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
253,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
254,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
255,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
256,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
257,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
258,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
259,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
260,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
261,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
262,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
263,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
264,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
265,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
266,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
267,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
268,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
269,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
270,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
271,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
272,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
273,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
274,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
275,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
276,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
277,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
278,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
279,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
280,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
281,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
282,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
283,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
284,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
285,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
286,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
287,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
288,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
289,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
290,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
291,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
292,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
293,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
294,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
295,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
296,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
297,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
298,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
299,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
300,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
301,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
302,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
303,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
304,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
305,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
306,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
307,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
308,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
309,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
310,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
311,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
312,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
313,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
314,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
315,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
316,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
317,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
318,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
319,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
320,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
321,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
322,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
323,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
324,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
325,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
326,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
327,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
328,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
329,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
330,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
331,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
332,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
333,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
334,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
335,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
336,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
337,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
338,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
339,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
340,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
341,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
342,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
343,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
344,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
345,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
346,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
347,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
348,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
349,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
350,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
351,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
352,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
353,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
354,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
355,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
356,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
357,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
358,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
359,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
360,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
361,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
362,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
363,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
364,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
365,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
366,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
367,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
368,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
369,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
370,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
371,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
372,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
373,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
374,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
375,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
376,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,
